product_category_name_english,percentage_change
diapers_and_hygiene,2400.0
small_appliances_home_oven_and_coffee,1675.0
construction_tools_lights,1235.2941176470588
arts_and_craftmanship,950.0
cine_photo,612.5
construction_tools_construction,512.3809523809523
industry_commerce_and_business,462.8571428571429
books_technical,402.3255813953488
art,361.11111111111114
costruction_tools_tools,261.9047619047619
